,chr,indexStart,indexEnd,L,p.value
8663,chr3,80602,80603,2,0.057094628
9591,chr4,110687,110688,2,0.057128183
18223,chr11,281545,281545,1,0.017078913
4549,chr15,350297,350298,2,0.057148022
10516,chr5,135841,135842,2,0.057237419
3110,chr12,300952,300953,2,0.05725236
27916,chr4,107501,107502,2,0.057264361
11910,chr7,184077,184078,2,0.057271954
4508,chr15,348808,348809,2,0.057314081
470,chr1,17997,17998,2,0.057332696
13751,chrX,458194,458195,2,0.057351065
9121,chr3,96093,96093,1,0.017164882
5735,chr17,393614,393615,2,0.057411317
7843,chr2,73580,73581,2,0.057437524
15469,chr1,32632,32633,2,0.057445606
6214,chr19,409404,409405,2,0.05746667
9177,chr3,97876,97877,2,0.057493857
12583,chr7,205906,205907,2,0.057500959
6118,chr18,405270,405271,2,0.057506103
24622,chr2,59754,59755,2,0.057528636
23794,chr19,427357,427358,2,0.057538923
9136,chr3,96827,96828,2,0.057568559
21676,chr16,358267,358268,2,0.057599909
17710,chr11,269313,269314,2,0.057611666
15939,chr1,40527,40528,2,0.057734374
34414,chrX,464105,464106,2,0.057743436
13319,chr9,229278,229278,1,0.017297877
187,chr1,7778,7779,2,0.057771847
27604,chr3,98588,98588,1,0.017307919
7618,chr2,67514,67515,2,0.057921007
7904,chr2,75933,75934,2,0.057921987
20935,chr15,340318,340318,1,0.017353475
26357,chr22,452094,452095,2,0.057942805
9797,chr4,116037,116037,1,0.017363272
13173,chr8,224752,224753,2,0.057953092
5584,chr17,388958,388959,2,0.057963379
5198,chr17,374962,374962,1,0.017389479
11325,chr6,164251,164252,2,0.058057676
8270,chr20,441173,441174,2,0.058062574
2819,chr12,290689,290690,2,0.058073596
12874,chr8,216245,216246,2,0.05807629
10834,chr5,141615,141616,2,0.058078494
3833,chr14,325851,325852,2,0.058084617
4306,chr15,340821,340822,2,0.058088046
2266,chr11,268905,268906,2,0.058126745
20159,chr13,321539,321540,2,0.058202182
12449,chr7,200710,200711,2,0.058228144
15402,chr1,31517,31518,2,0.058246268
25567,chr2,77174,77175,2,0.058256065
23763,chr19,425941,425942,2,0.05830799
8001,chr20,432870,432871,2,0.058316807
17887,chr11,272742,272743,2,0.058343504
13512,chr9,234503,234503,1,0.017499206
10201,chr5,127898,127899,2,0.058420655
5480,chr17,384994,384995,2,0.05842188
23865,chr19,428972,428972,1,0.017528107
2420,chr11,275568,275569,2,0.058447597
11951,chr7,185498,185499,2,0.058468416
12521,chr7,204314,204315,2,0.058484091
23140,chr18,401776,401776,1,0.017562642
582,chr1,20827,20827,1,0.017567295
6212,chr19,409118,409119,2,0.058566386
9289,chr3,101372,101373,2,0.058634965
23811,chr19,427625,427626,2,0.058708933
9251,chr3,100274,100274,1,0.017627302
10455,chr5,134158,134159,2,0.058730976
31206,chr6,173928,173928,1,0.017639548
10094,chr5,124301,124302,2,0.058740039
26537,chr3,80272,80272,1,0.017640528
9735,chr4,114336,114337,2,0.058759143
5967,chr18,402177,402178,2,0.058765021
5611,chr17,389372,389373,2,0.058787309
10670,chr5,137842,137843,2,0.058788044
14600,chr1,11977,11978,2,0.058790003
8840,chr3,87637,87638,2,0.058807883
22071,chr16,369786,369786,1,0.017677267
9050,chr3,94805,94806,2,0.058845602
4243,chr15,339307,339308,2,0.058890178
3351,chr12,309280,309281,2,0.058911487
17644,chr11,268137,268137,1,0.017717924
4830,chr16,360636,360637,2,0.058963901
4833,chr16,360683,360683,1,0.017731395
9758,chr4,115104,115105,2,0.058995251
15291,chr1,29072,29073,2,0.059002599
427,chr1,16191,16192,2,0.059037133
31196,chr6,173766,173767,2,0.059038848
13055,chr8,220833,220833,1,0.017756868
9334,chr4,103565,103566,2,0.059047175
7787,chr2,72278,72279,2,0.059061136
9044,chr3,94762,94763,2,0.059061626
8757,chr3,83634,83635,2,0.059118694
10729,chr5,138378,138378,1,0.017796301
33955,chr9,236162,236163,2,0.059156167
32075,chr7,194546,194547,2,0.059157637
6330,chr19,414275,414275,1,0.017806343
12936,chr8,217458,217459,2,0.059187518
19092,chr12,297044,297045,2,0.059197805
578,chr1,20607,20608,2,0.059232584
21634,chr16,356765,356766,2,0.059268833
12783,chr8,213414,213415,2,0.059279365
30547,chr6,159937,159938,2,0.059294305
2515,chr11,280287,280288,2,0.059300673
799,chr1,26692,26693,2,0.059314634
30275,chr6,152707,152708,2,0.059314634
16836,chr10,249687,249688,2,0.059420442
4309,chr15,340831,340832,2,0.059432688
6802,chr19,429509,429509,1,0.017914845
2966,chr12,296856,296857,2,0.059568132
11667,chr6,173479,173479,1,0.017949869
10710,chr5,138028,138029,2,0.059586747
13016,chr8,219325,219326,2,0.059625445
4641,chr15,352077,352078,2,0.059683737
32557,chr7,206192,206192,1,0.018005712
25300,chr2,71790,71791,2,0.059719496
3676,chr13,320044,320045,2,0.059758685
8521,chr22,450727,450728,2,0.05979126
23261,chr18,405028,405029,2,0.059795423
4019,chr14,330210,330211,2,0.059826529
3616,chr13,319109,319110,2,0.059988425
4197,chr14,336559,336559,1,0.018121072
25890,chr20,438728,438729,2,0.060014142
29779,chr5,141122,141123,2,0.060034471
13383,chr9,231124,231125,2,0.060104765
6398,chr19,417093,417093,1,0.018196509
7401,chr2,61776,61776,1,0.018199448
12350,chr7,196539,196540,2,0.060198081
6091,chr18,404567,404567,1,0.018206796
13781,chrX,459265,459266,2,0.0602696
11927,chr7,184688,184688,1,0.018234963
4483,chr15,347887,347888,2,0.060312706
17229,chr10,259448,259449,2,0.060323973
23732,chr19,424729,424730,2,0.060348711
13120,chr8,222462,222462,1,0.018247944
15307,chr1,29162,29163,2,0.060355079
9370,chr4,105362,105363,2,0.060469459
353,chr1,14124,14125,2,0.060522853
28215,chr4,112289,112290,2,0.060524812
13672,chrX,455436,455436,1,0.01832534
7319,chr2,59729,59729,1,0.018327789
23938,chr2,45665,45666,2,0.0606147
480,chr1,18188,18189,2,0.060623762
10995,chr6,147246,147246,1,0.018350812
26085,chr21,443492,443493,2,0.060635274
9001,chr3,92825,92826,2,0.060644336
1865,chr10,255555,255556,2,0.060648255
17909,chr11,273391,273392,2,0.06069528
22220,chr16,373299,373300,2,0.060696015
9783,chr4,115488,115489,2,0.060699689
4051,chr14,331211,331211,1,0.018379714
700,chr1,23658,23659,2,0.060719773
8610,chr3,78611,78612,2,0.060720508
11753,chr6,176782,176783,2,0.060744265
3658,chr13,319911,319912,2,0.060769248
1295,chr1,43904,43905,2,0.060772677
2610,chr11,283556,283556,1,0.018396369
30089,chr6,148351,148351,1,0.018400532
3848,chr14,325978,325979,2,0.060789822
2325,chr11,270287,270288,2,0.060871627
26776,chr3,85470,85471,2,0.060873096
23175,chr18,403001,403002,2,0.060882404
13232,chr8,227080,227081,2,0.060905672
23550,chr19,418472,418473,2,0.06090959
10035,chr5,122301,122301,1,0.018455641
26627,chr3,81592,81592,1,0.018466417
12004,chr7,186505,186506,2,0.061016133
5192,chr17,374721,374723,3,0.022581659
11285,chr6,161946,161947,2,0.061108225
4056,chr14,331538,331539,2,0.061128799
3354,chr12,309351,309352,2,0.061162843
2677,chr11,286203,286203,1,0.018549202
2204,chr11,267545,267545,1,0.018553856
18003,chr11,276642,276643,2,0.061203991
34197,chrX,459481,459482,2,0.061292654
16218,chr10,239590,239590,1,0.018596718
6191,chr19,408172,408173,2,0.061330618
30344,chr6,155331,155331,1,0.018597942
30436,chr6,158243,158244,2,0.061352171
13391,chr9,231254,231254,1,0.018609699
2769,chr12,289088,289089,2,0.061396013
23207,chr18,403800,403801,2,0.061430547
1119,chr1,39090,39090,1,0.018651581
21794,chr16,362614,362615,2,0.061486635
1605,chr10,248642,248643,2,0.06150329
4304,chr15,340808,340809,2,0.061558398
5511,chr17,386423,386423,1,0.018678523
9642,chr4,111888,111889,2,0.061572359
12989,chr8,218676,218677,2,0.061577993
4533,chr15,349705,349706,2,0.061609343
23164,chr18,402903,402904,2,0.061615711
14177,chr1,3394,3395,2,0.061628202
5980,chr18,402521,402521,1,0.018710118
11877,chr7,182568,182569,2,0.061686005
13029,chr8,219829,219830,2,0.06170315
33492,chr8,224376,224376,1,0.01873902
8436,chr22,447104,447105,2,0.061747236
3179,chr12,303441,303442,2,0.061770504
3600,chr13,318607,318608,2,0.061772708
10576,chr5,137282,137283,2,0.061772953
22995,chr17,396609,396610,2,0.061774423
27518,chr3,97393,97393,1,0.018767676
12353,chr7,196806,196807,2,0.061802834
9306,chr3,102337,102337,1,0.018792169
26200,chr22,446911,446912,2,0.061881945
2910,chr12,294475,294476,2,0.061979426
742,chr1,25056,25057,2,0.062046535
13445,chr9,232644,232644,1,0.018875688
12327,chr7,196109,196110,2,0.062094296
6303,chr19,413402,413403,2,0.062151609
7056,chr2,51676,51677,2,0.062168998
13702,chrX,455892,455892,1,0.018909243
4355,chr15,342775,342775,1,0.018950146
2520,chr11,280473,280473,1,0.018971454
13591,chr9,237786,237786,1,0.018975373
4420,chr15,345390,345391,2,0.062338732
25429,chr2,74459,74460,2,0.06237645
2971,chr12,297069,297069,1,0.019024603
13346,chr9,230343,230344,2,0.062452132
13595,chrX,453534,453535,2,0.06245948
7168,chr2,54669,54670,2,0.062480299
11064,chr6,149305,149306,2,0.062483483
4360,chr15,342951,342952,2,0.062500383
4657,chr15,352739,352739,1,0.019053014
10736,chr5,138701,138702,2,0.062534917
3981,chr14,329008,329009,2,0.062541775
13004,chr8,218967,218968,2,0.062578514
23744,chr19,424968,424969,2,0.062643664
3265,chr12,306007,306008,2,0.062649542
8327,chr21,442887,442887,1,0.019112776
12005,chr7,186544,186545,2,0.062664973
5408,chr17,383454,383455,2,0.062684812
9481,chr4,107930,107931,2,0.062736981
2081,chr11,263041,263041,1,0.01914927
15229,chr1,26800,26800,1,0.019160782
11221,chr6,155848,155849,2,0.062799927
8847,chr3,87773,87774,2,0.06280703
26613,chr3,81437,81438,2,0.062922635
19955,chr13,318217,318217,1,0.019214176
30005,chr6,145890,145890,1,0.01923328
13880,chrX,460929,460929,1,0.019271243
15973,chr1,41574,41574,1,0.019274427
6185,chr19,408028,408029,2,0.063075958
2310,chr11,269712,269713,2,0.063107309
14357,chr1,6874,6874,1,0.01929745
15663,chr1,36124,36124,1,0.019304553
366,chr1,14671,14671,1,0.019306023
13598,chrX,453601,453602,2,0.063156539
20777,chr14,335658,335659,2,0.063181521
2797,chr12,289960,289961,2,0.063182011
483,chr1,18199,18200,2,0.063185195
19227,chr12,300938,300939,2,0.063239324
21719,chr16,359574,359575,2,0.063263081
6317,chr19,414039,414039,1,0.019372398
1521,chr10,245920,245920,1,0.019374357
11366,chr6,165920,165920,1,0.019391257
165,chr1,7061,7061,1,0.01939787
13034,chr8,219955,219955,1,0.019407422
1984,chr10,259013,259014,2,0.06341616
3471,chr13,314220,314221,2,0.063428406
9026,chr3,93868,93869,2,0.063463186
12239,chr7,193029,193030,2,0.063490617
3058,chr12,298865,298866,2,0.063519518
25933,chr20,439907,439908,2,0.06356385
17429,chr11,265011,265012,2,0.063586138
3125,chr12,301520,301520,1,0.019487513
8556,chr22,451932,451933,2,0.063635123
9710,chr4,113709,113710,2,0.063635858
20166,chr13,321597,321598,2,0.063638797
1545,chr10,246534,246535,2,0.063707132
2696,chr11,286789,286790,2,0.063714724
7711,chr2,69587,69588,2,0.063785998
29651,chr5,139033,139033,1,0.019571522
10938,chr6,145585,145586,2,0.063853107
23917,chr2,45030,45030,1,0.019593076
26619,chr3,81555,81555,1,0.019602628
17504,chr11,265776,265777,2,0.063925115
12367,chr7,197969,197970,2,0.063955241
34056,chrX,454301,454302,2,0.064038516
2521,chr11,280522,280523,2,0.06404219
24775,chr2,62415,62416,2,0.064042925
20422,chr14,327972,327972,1,0.019680024
3510,chr13,315437,315438,2,0.064089706
15162,chr1,25085,25086,2,0.06414016
33671,chr9,229820,229820,1,0.019729989
2064,chr11,261905,261906,2,0.064237396
11704,chr6,174727,174728,2,0.064247438
19796,chr13,315121,315122,2,0.064247928
4519,chr15,349464,349465,2,0.064258704
16283,chr10,240746,240747,2,0.064259439
16406,chr10,243228,243228,1,0.019766728
1067,chr1,36627,36627,1,0.019767708
1654,chr10,250769,250770,2,0.064349327
2107,chr11,264068,264069,2,0.064350551
1815,chr10,254782,254783,2,0.064350796
12772,chr8,213284,213285,2,0.06435643
6576,chr19,422185,422185,1,0.019808855
32359,chr7,201691,201691,1,0.019820122
13981,chrX,463360,463360,1,0.01982551
32385,chr7,202057,202058,2,0.064571964
26432,chr22,453507,453508,2,0.064611152
13859,chrX,460582,460582,1,0.019898498
14762,chr1,16487,16488,2,0.064624133
5806,chr17,396593,396594,2,0.064631971
32625,chr7,207735,207736,2,0.064641278
10767,chr5,139880,139881,2,0.06465181
33740,chr9,231340,231341,2,0.064779416
9897,chr4,118709,118710,2,0.064825217
7491,chr2,65109,65109,1,0.019983977
3883,chr14,326612,326613,2,0.064865385
13473,chr9,233161,233162,2,0.064895756
25667,chr20,432917,432918,2,0.064923922
9097,chr3,95952,95953,2,0.06493176
3581,chr13,318033,318034,2,0.065020913
17083,chr10,256286,256286,1,0.020072395
26273,chr22,449426,449427,2,0.065068918
752,chr1,25248,25249,2,0.065131374
18514,chr11,286348,286349,2,0.065135293
23774,chr19,426464,426465,2,0.065141171
292,chr1,11714,11714,1,0.020106195
30606,chr6,160942,160943,2,0.065189667
7666,chr2,67793,67794,2,0.065214404
6405,chr19,417552,417552,1,0.020175019
9675,chr4,112928,112929,2,0.065330254
10918,chr5,144724,144724,1,0.020179918
5355,chr17,381014,381015,2,0.06536136
26427,chr22,453459,453459,1,0.020202696
12443,chr7,200433,200433,1,0.020210288
5677,chr17,391179,391180,2,0.065439981
11350,chr6,165078,165079,2,0.065454431
6755,chr19,428093,428094,2,0.065501947
1387,chr10,241854,241854,1,0.020270295
8033,chr20,433671,433672,2,0.065645718
9046,chr3,94776,94777,2,0.065648413
4937,chr16,364476,364477,2,0.065696418
30558,chr6,160060,160061,2,0.065745648
19671,chr12,311713,311714,2,0.065748097
11783,chr6,177984,177984,1,0.020412597
3430,chr13,313071,313071,1,0.020432681
21697,chr16,358844,358844,1,0.020435865
27365,chr3,95165,95166,2,0.065962652
10343,chr5,130966,130967,2,0.065966571
12094,chr7,188358,188359,2,0.065971715
7834,chr2,73126,73127,2,0.065978817
3711,chr13,320891,320892,2,0.065981512
11204,chr6,153564,153564,1,0.020469665
13853,chrX,460515,460515,1,0.020495382
5420,chr17,383726,383727,2,0.06611769
16493,chr10,244719,244720,2,0.06611818
3988,chr14,329275,329276,2,0.06611916
33514,chr8,224721,224722,2,0.066141203
18734,chr12,289928,289929,2,0.06616643
9567,chr4,110216,110217,2,0.066179656
21465,chr15,351574,351575,2,0.066191413
10838,chr5,141946,141947,2,0.066191413
8459,chr22,448354,448355,2,0.066258767
5461,chr17,384641,384641,1,0.020580126
12374,chr7,198117,198118,2,0.066290608
26916,chr3,87909,87910,2,0.066308242
9750,chr4,114916,114917,2,0.066315345
12710,chr8,211513,211514,2,0.066335674
3423,chr13,312848,312849,2,0.066355758
808,chr1,26744,26744,1,0.020629356
1348,chr10,240344,240345,2,0.066406213
13872,chrX,460829,460829,1,0.020641113
224,chr1,9252,9253,2,0.066435604
2379,chr11,272901,272901,1,0.020654828
11978,chr7,186080,186081,2,0.066521818
10046,chr5,122875,122876,2,0.066528186
1783,chr10,253663,253664,2,0.066538962
13600,chrX,453610,453611,2,0.066545575
6711,chr19,427224,427225,2,0.066553903
6722,chr19,427507,427508,2,0.066560271
9652,chr4,112210,112210,1,0.020714835
13846,chrX,460352,460353,2,0.066654322
23336,chr19,406988,406989,2,0.066668773
17269,chr10,260420,260421,2,0.066682489
29362,chr5,133041,133042,2,0.066687632
7078,chr2,52204,52205,2,0.066696939
4861,chr16,362903,362904,2,0.066721432
27183,chr3,91848,91849,2,0.066765029
17552,chr11,266568,266568,1,0.02079958
22977,chr17,396376,396377,2,0.066793195
9666,chr4,112665,112666,2,0.066795889
25454,chr2,74874,74875,2,0.066804707
6875,chr19,430939,430940,2,0.066832138
12967,chr8,218124,218125,2,0.06686153
11149,chr6,152201,152202,2,0.066879409
10167,chr5,126864,126865,2,0.066909535
6517,chr19,420325,420326,2,0.066913944
30353,chr6,155445,155446,2,0.066919332
2111,chr11,264313,264314,2,0.066986687
11896,chr7,183416,183417,2,0.067002117
20980,chr15,341041,341041,1,0.020911021
32865,chr8,212274,212275,2,0.067019262
3407,chr12,312011,312012,2,0.067031753
11055,chr6,148937,148938,2,0.067031998
12242,chr7,193050,193051,2,0.067056735
1796,chr10,254190,254191,2,0.067084412
12368,chr7,197972,197973,2,0.067132172
31838,chr7,189656,189657,2,0.067164013
14560,chr1,10540,10541,2,0.067175034
12440,chr7,200324,200325,2,0.067180423
32479,chr7,203775,203776,2,0.067180668
10107,chr5,124468,124468,1,0.020988907
13495,chr9,233830,233830,1,0.020993806
5045,chr16,368050,368051,2,0.067238715
9719,chr4,113828,113829,2,0.067241409
2855,chr12,292439,292439,1,0.021019033
7057,chr2,51680,51680,1,0.021020013
6818,chr19,430062,430062,1,0.021035443
23440,chr19,412670,412671,2,0.067328603
502,chr1,18494,18495,2,0.067381017
5594,chr17,389172,389173,2,0.067399386
30538,chr6,159884,159884,1,0.021092511
7279,chr2,57868,57869,2,0.067432696
10688,chr5,137914,137915,2,0.067437595
16870,chr10,250567,250568,2,0.067456454
25700,chr20,433923,433924,2,0.067462332
3018,chr12,297855,297856,2,0.067473109
5071,chr16,369196,369197,2,0.067478497
4496,chr15,348335,348336,2,0.067494173
19562,chr12,309497,309498,2,0.067500051
7960,chr20,431576,431577,2,0.067549526
31429,chr6,178416,178417,2,0.067562017
2601,chr11,283481,283482,2,0.06756765
4737,chr16,356812,356813,2,0.067606349
26760,chr3,85115,85116,2,0.067616146
26005,chr21,441833,441834,2,0.067720484
15674,chr1,36341,36341,1,0.021220607
12109,chr7,188540,188541,2,0.067753304
4241,chr15,338813,338814,2,0.067770449
850,chr1,27860,27861,2,0.067806208
13139,chr8,223032,223033,2,0.067852744
4826,chr16,360566,360567,2,0.067861561
955,chr1,32908,32908,1,0.021328374
4074,chr14,332219,332220,2,0.067986963
6506,chr19,419926,419926,1,0.021340865
2297,chr11,269142,269143,2,0.067990637
10603,chr5,137412,137413,2,0.068004598
21079,chr15,343329,343329,1,0.021353846
32360,chr7,201692,201692,1,0.021362419
22940,chr17,395399,395400,2,0.06803007
30137,chr6,149000,149000,1,0.021366582
5029,chr16,367095,367096,2,0.068069258
9879,chr4,118416,118416,1,0.021395239
7085,chr2,52250,52251,2,0.068114569
26003,chr21,441825,441826,2,0.068117264
12318,chr7,195815,195816,2,0.068133429
26673,chr3,82686,82687,2,0.068152778
8937,chr3,90227,90228,2,0.068187067
166,chr1,7063,7063,1,0.021448633
7851,chr2,73715,73716,2,0.06824487
28135,chr4,111268,111268,1,0.021493454
11897,chr7,183436,183437,2,0.068319817
3894,chr14,326690,326690,1,0.021535581
6154,chr18,406454,406454,1,0.021542684
1697,chr10,252055,252056,2,0.068411419
23661,chr19,422677,422678,2,0.068485142
1763,chr10,253169,253170,2,0.06852482
24958,chr2,65346,65347,2,0.068548333
13698,chrX,455809,455810,2,0.068559354
31861,chr7,190296,190297,2,0.068597318
14691,chr1,14281,14282,2,0.068612993
26365,chr22,452315,452316,2,0.068629403
11588,chr6,170978,170978,1,0.021646288
12409,chr7,199949,199950,2,0.068668346
30862,chr6,166879,166879,1,0.021679353
12026,chr7,187068,187069,2,0.068716352
8814,chr3,86891,86891,1,0.021681802
6636,chr19,424630,424631,2,0.068731782
857,chr1,27968,27968,1,0.021692334
16087,chr1,44197,44198,2,0.068735456
3682,chr13,320173,320173,1,0.021719031
30664,chr6,162779,162780,2,0.068792034
8873,chr3,88143,88144,2,0.068831467
6051,chr18,403555,403556,2,0.068880207
10063,chr5,123821,123822,2,0.068885106
2159,chr11,266118,266118,1,0.021772669
3625,chr13,319178,319179,2,0.068903475
12668,chr8,210359,210360,2,0.068926253
31205,chr6,173927,173927,1,0.021805734
3561,chr13,317509,317509,1,0.021807939
2487,chr11,278811,278812,2,0.068977688
27471,chr3,96704,96704,1,0.021828267
19355,chr12,302824,302824,1,0.021841004
1941,chr10,257484,257485,2,0.069052635
11262,chr6,159827,159827,1,0.02185178
4642,chr15,352084,352085,2,0.069062187
21504,chr15,352176,352177,2,0.069103089
26886,chr3,87514,87515,2,0.069103824
25412,chr2,73886,73887,2,0.06913346
10524,chr5,135978,135979,2,0.069157708
18530,chr11,286444,286445,2,0.069226287
20389,chr14,327326,327326,1,0.021930891
22907,chr17,394036,394036,1,0.021934075
1596,chr10,248439,248439,1,0.021966895
32692,chr8,208940,208940,1,0.021975468
5350,chr17,380777,380778,2,0.069428841
33763,chr9,231808,231808,1,0.022022493
21968,chr16,367618,367619,2,0.069467784
25072,chr2,68406,68406,1,0.022053844
16181,chr10,238970,238971,2,0.069511136
17929,chr11,273933,273934,2,0.069541751
5921,chr18,401432,401433,2,0.069551303
1077,chr1,37212,37212,1,0.022085684
13082,chr8,221331,221331,1,0.022094257
