"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"802","chr4",48970898,48970898,-0.0315046507736941,0.0315046507736941,137035,110292,110292,1,1,0.970929034085913,1,0.971006213425297,1
"47","chr11",67383545,67383545,0.0314963410127736,0.0314963410127736,35289,277244,277244,1,8,0.971915024570385,1,0.971986830664622,1
"808","chr4",72200331,72200331,-0.0314921726270534,0.0314921726270534,137737,111660,111660,1,1,0.972423284713606,1,0.972493869615764,1
"367","chr11",16848924,16848924,-0.0314914680731922,0.0314914680731922,31466,267352,267352,1,1,0.972507058490216,1,0.972577643392374,1
"439","chr12",116814302,116814302,-0.031477996110999,0.031477996110999,48070,306314,306314,1,1,0.974171787532117,1,0.974236266473881,1
"644","chr2",17788597,17788597,-0.0314632678914186,0.0314632678914186,99783,48240,48240,1,1,0.975994294590608,1,0.976052911810393,1
"372","chr11",59210634,59210634,-0.031457208730518,0.031457208730518,33733,272498,272498,1,3,0.976738000566633,1,0.976794175402261,1
"821","chr4",145595888,145595888,-0.0314571947825788,0.0314571947825788,140504,117476,117476,1,1,0.976739710235544,1,0.976795885071171,1
"897","chr6",32411185,32411185,-0.0314549220256034,0.0314549220256034,156353,159771,159771,1,16,0.977030353950312,1,0.977085063355445,1
"87","chr16",2049630,2049630,0.031454137852619,0.031454137852619,69149,355797,355797,1,3,0.977126583886126,1,0.977180560576012,1
"495","chr15",34635399,34635399,-0.0314541200645559,0.0314541200645559,62633,340541,340541,1,9,0.977128049316621,1,0.977182026006506,1
"993","chr7",116738693,116738693,-0.0314536165306733,0.0314536165306733,172791,199911,199911,1,1,0.977188376205317,1,0.977242108656786,1
"846","chr5",125782749,125782749,-0.0314494550971654,0.0314494550971654,148303,134398,134398,1,1,0.977697613302201,1,0.977748170654266,1
"398","chr11",116334079,116334079,-0.0314460220106814,0.0314460220106814,38465,284368,284368,1,1,0.978106712648619,1,0.978155804570189,1
"1057","chr9",99209707,99209707,-0.0314342999409682,0.0314342999409682,187719,232060,232060,1,1,0.979495452280698,1,0.979538438241874,1
"742","chr3",55348402,55348402,-0.0314277297514363,0.0314277297514363,126267,86971,86971,1,1,0.980294111900273,1,0.980334167000459,1
"665","chr2",106378429,106378429,-0.0314256930319707,0.0314256930319707,105243,60127,60127,1,1,0.980535907931887,1,0.98057498607841,1
"186","chr6",32729545,32729545,0.0314064024345248,0.0314064024345248,156402,159918,159918,1,35,0.982858615265878,1,0.982888168114186,1
"703","chr20",15176557,15176557,-0.0314052042918738,0.0314052042918738,114399,433210,433210,1,2,0.982995633017126,1,0.983024941627019,1
"97","chr17",8250623,8250623,0.0314006946639134,0.0314006946639134,78453,378660,378660,1,1,0.983536865346477,1,0.983564464287459,1
"386","chr11",73737124,73737124,-0.0313926431853386,0.0313926431853386,36280,279794,279794,1,1,0.984519924969959,1,0.984543860334704,1
"907","chr6",33361584,33361584,-0.0313874175770627,0.0313874175770627,156554,162177,162177,1,49,0.98515934114245,1,0.985181322599869,1
"766","chr3",139400319,139400319,-0.0313831958506927,0.0313831958506927,130458,95267,95267,1,1,0.985666135855176,1,0.985687140358933,1
"824","chr4",183727217,183727217,-0.0313757565881473,0.0313757565881473,141836,120278,120278,1,10,0.986573481569769,1,0.98659131097412,1
"345","chr10",100137031,100137031,-0.0313736954827006,0.0313736954827006,25820,251963,251963,1,1,0.986826024091677,1,0.986842876542366,1
"10","chr1",149148208,149148208,0.0313725189179687,0.0313725189179687,11693,27823,27823,1,3,0.986973299856388,1,0.986989419591829,1
"738","chr3",45983792,45983792,-0.0313723031270479,0.0313723031270479,125129,83943,83943,1,2,0.986998456413212,1,0.987014576148653,1
"936","chr6",139861189,139861189,-0.0313708397380905,0.0313708397380905,161865,173993,173993,1,1,0.987187008470188,1,0.987202883967213,1
"357","chr11",316247,316247,-0.0313656104646524,0.0313656104646524,29272,261236,261236,1,9,0.9878252034506,1,0.987840346232378,1
"33","chr10",134755955,134755955,0.0313631502507902,0.0313631502507902,28927,260042,260042,1,16,0.988131234185563,1,0.988145888490509,1
"624","chr19",49996158,49996158,-0.0313535035637496,0.0313535035637496,96598,426474,426474,1,1,0.989333619906408,1,0.98934680878086,1
"1044","chr8",125879270,125879270,-0.0313513095887439,0.0313513095887439,183475,223604,223604,1,1,0.989600328256431,1,0.989612540177219,1
"261","chr1",63687655,63687655,-0.0313497667910904,0.0313497667910904,8506,20552,20552,1,1,0.989803290379937,1,0.989814769585479,1
"343","chr10",90761751,90761751,-0.0313496237144427,0.0313496237144427,25103,250272,250272,1,1,0.989816967731221,1,0.989828446936762,1
"921","chr6",74232108,74232108,-0.0313492582679419,0.0313492582679419,159085,167910,167910,1,1,0.989868013560117,1,0.989879492765658,1
"1058","chr9",100748520,100748520,-0.031338333936194,0.031338333936194,187831,232268,232268,1,1,0.991219140476167,1,0.991228421535967,1
"675","chr2",152159591,152159591,-0.0313351567210757,0.0313351567210757,107668,64895,64895,1,1,0.991600885120019,1,0.991609921941402,1
"576","chr17",55503603,55503603,-0.0313294154063602,0.0313294154063602,83416,391051,391051,1,1,0.992310397717836,1,0.992318457585557,1
"441","chr12",122651715,122651715,-0.0313283907007355,0.0313283907007355,48658,307898,307898,1,4,0.992443507654432,1,0.992451323283737,1
"889","chr6",30691505,30691505,-0.0313275578983868,0.0313275578983868,155877,154924,154924,1,88,0.992544378120146,1,0.992551705272619,1
"776","chr3",171002363,171002363,-0.0313225355278109,0.0313225355278109,131830,98215,98215,1,1,0.993159126212644,1,0.99316572064987,1
"254","chr1",42128487,42128487,-0.0313125054422146,0.0313125054422146,6714,16408,16408,1,4,0.994364687032894,1,0.994369083324378,1
"934","chr6",134757763,134757763,-0.0313094926831511,0.0313094926831511,161505,173257,173257,1,1,0.994715657636358,1,0.994719321212595,1
"604","chr19",1360981,1360981,-0.0313085200297955,0.0313085200297955,89821,407883,407883,1,1,0.994834113268008,1,0.994837776844244,1
"1050","chr8",145004144,145004144,-0.0313050640721077,0.0313050640721077,185203,227373,227373,1,4,0.99525737844254,1,0.995260797780361,1
"470","chr14",22939357,22939357,-0.0313036810185196,0.0313036810185196,55675,324630,324630,1,1,0.995441045731201,1,0.995444465069022,1
