,chr,length,start,end,p
4244,chr17,1,399357,399357,0.01
4245,chr17,1,399377,399377,0.01
4246,chr17,1,399388,399388,0.01
4247,chr17,2,399433,399434,0.01
4248,chr17,1,399447,399447,0.01
4249,chr17,3,399449,399451,0.01
4250,chr17,2,399460,399461,0.01
4251,chr17,2,399481,399482,0.01
4252,chr17,1,399504,399504,0.01
4253,chr17,1,399513,399513,0.01
4254,chr17,1,399515,399515,0.01
4255,chr17,1,399549,399549,0.01
4256,chr17,1,399574,399574,0.01
4257,chr17,2,399591,399592,0.01
4258,chr17,1,399599,399599,0.01
4259,chr17,3,399626,399628,0.01
4260,chr17,1,399658,399658,0.01
4261,chr17,1,399687,399687,0.01
4262,chr17,1,399725,399725,0.01
4263,chr17,1,399731,399731,0.01
4264,chr17,1,399733,399733,0.01
4265,chr17,2,399741,399742,0.01
4266,chr17,1,399751,399751,0.01
4267,chr17,1,399762,399762,0.01
4268,chr17,1,399796,399796,0.01
4269,chr17,1,399837,399837,0.01
4270,chr17,1,399842,399842,0.01
4271,chr17,2,399851,399852,0.01
4272,chr17,3,399881,399883,0.01
4273,chr17,1,399905,399905,0.01
4274,chr17,1,399920,399920,0.01
4275,chr17,1,399926,399926,0.01
4276,chr17,1,399930,399930,0.01
4277,chr17,1,399936,399936,0.01
4278,chr17,1,399942,399942,0.01
4279,chr17,1,399963,399963,0.01
4280,chr17,1,399966,399966,0.01
4281,chr17,1,399968,399968,0.01
4282,chr17,1,399972,399972,0.01
4283,chr17,1,399977,399977,0.01
4284,chr17,1,400016,400016,0.01
4285,chr17,1,400024,400024,0.01
4286,chr17,1,400026,400026,0.01
4287,chr17,1,400046,400046,0.01
4288,chr17,1,400048,400048,0.01
4289,chr17,1,400058,400058,0.01
4290,chr17,1,400070,400070,0.01
4291,chr17,1,400075,400075,0.01
4292,chr17,2,400088,400089,0.01
4293,chr17,1,400111,400111,0.01
4294,chr17,1,400123,400123,0.01
4295,chr17,1,400129,400129,0.01
4296,chr17,1,400175,400175,0.01
4297,chr17,1,400181,400181,0.01
4298,chr17,1,400184,400184,0.01
4299,chr17,1,400204,400204,0.01
4300,chr17,1,400221,400221,0.01
4301,chr17,4,400226,400229,0.01
4302,chr17,4,400277,400280,0.01
4303,chr17,1,400284,400284,0.01
4304,chr17,1,400288,400288,0.01
4305,chr17,1,400322,400322,0.01
4306,chr17,1,400355,400355,0.01
4307,chr17,1,400376,400376,0.01
4308,chr17,2,400381,400382,0.01
4309,chr17,1,400395,400395,0.01
4310,chr17,1,400404,400404,0.01
4311,chr17,1,400418,400418,0.01
4312,chr17,1,400430,400430,0.01
4313,chr17,1,400436,400436,0.01
4314,chr17,3,400454,400456,0.01
4315,chr17,1,400460,400460,0.01
4316,chr17,1,400467,400467,0.01
4317,chr17,4,400473,400476,0.01
4318,chr17,1,400487,400487,0.01
4319,chr17,1,400520,400520,0.01
4320,chr17,2,400523,400524,0.01
4321,chr17,1,400542,400542,0.01
4322,chr17,2,400547,400548,0.01
4323,chr17,2,400556,400557,0.01
4324,chr17,1,400563,400563,0.01
4325,chr17,3,400565,400567,0.01
4326,chr17,8,400570,400577,0.01
4327,chr17,3,400586,400588,0.01
4328,chr17,1,400605,400605,0.01
4329,chr17,1,400617,400617,0.01
4330,chr17,1,400620,400620,0.01
4331,chr17,3,400642,400644,0.01
4332,chr17,1,400651,400651,0.01
4333,chr17,1,400654,400654,0.01
4334,chr17,1,400664,400664,0.01
4335,chr17,1,400721,400721,0.01
4336,chr17,1,400726,400726,0.01
4337,chr17,3,400767,400769,0.01
4338,chr17,1,400777,400777,0.01
4339,chr17,1,400781,400781,0.01
4340,chr17,1,400794,400794,0.01
4341,chr17,1,400805,400805,0.01
4342,chr17,1,400811,400811,0.01
4343,chr17,1,400873,400873,0.01
4344,chr17,1,400877,400877,0.01
4345,chr17,1,400913,400913,0.01
4346,chr17,1,400930,400930,0.01
4347,chr17,3,400936,400938,0.01
4348,chr17,2,400978,400979,0.01
4349,chr17,2,400985,400986,0.01
4350,chr17,1,401011,401011,0.01
4351,chr17,2,401014,401015,0.01
4352,chr17,1,401017,401017,0.01
4353,chr17,1,401036,401036,0.01
4354,chr17,1,401051,401051,0.01
4355,chr17,1,401060,401060,0.01
4356,chr17,1,401068,401068,0.01
4357,chr17,1,401093,401093,0.01
4358,chr17,1,401100,401100,0.01
4359,chr17,3,401104,401106,0.01
4360,chr17,1,401108,401108,0.01
4361,chr17,3,401113,401115,0.01
4362,chr17,2,401137,401138,0.01
4363,chr17,2,401175,401176,0.01
4364,chr17,1,401222,401222,0.01
4365,chr17,1,401298,401298,0.01
4366,chr17,2,401320,401321,0.01
4367,chr17,1,401340,401340,0.01
4368,chr17,1,401366,401366,0.01
4369,chr17,1,401432,401432,0.01
4370,chr17,1,401435,401435,0.01
4371,chr17,2,401464,401465,0.01
4372,chr17,1,401553,401553,0.01
4373,chr17,1,401585,401585,0.01
4374,chr17,1,401598,401598,0.01
4375,chr17,1,401604,401604,0.01
4376,chr17,1,401668,401668,0.01
4377,chr17,3,401709,401711,0.01
4378,chr17,1,401715,401715,0.01
4379,chr17,1,401751,401751,0.01
4380,chr17,1,401776,401776,0.01
4381,chr17,2,401945,401946,0.01
4382,chr17,1,401982,401982,0.01
4383,chr17,2,402012,402013,0.01
4384,chr17,2,402142,402143,0.01
4385,chr17,1,402270,402270,0.01
4386,chr17,3,402273,402275,0.01
4387,chr17,1,402461,402461,0.01
4388,chr17,1,402485,402485,0.01
4389,chr17,1,402636,402636,0.01
4390,chr17,2,402961,402962,0.01
4391,chr17,3,403136,403138,0.01
4392,chr17,3,403193,403195,0.01
4393,chr5,1,121821,121821,0.01
4394,chr5,1,121826,121826,0.01
4395,chr5,1,121835,121835,0.01
4396,chr5,1,121838,121838,0.01
4397,chr5,1,121842,121842,0.01
4398,chr5,1,121852,121852,0.01
4399,chr5,1,121860,121860,0.01
4400,chr5,1,121862,121862,0.01
4401,chr5,1,121872,121872,0.01
4402,chr5,1,121878,121878,0.01
4403,chr5,1,121881,121881,0.01
4404,chr5,1,121888,121888,0.01
4405,chr5,1,121895,121895,0.01
4406,chr5,2,121899,121900,0.01
4407,chr5,1,121904,121904,0.01
4408,chr5,1,121907,121907,0.01
4409,chr5,1,121910,121910,0.01
4410,chr5,1,121933,121933,0.01
4411,chr5,1,121937,121937,0.01
4412,chr5,2,121947,121948,0.01
4413,chr5,1,121958,121958,0.01
4414,chr5,2,122003,122004,0.01
4415,chr5,1,122055,122055,0.01
4416,chr5,1,122066,122066,0.01
4417,chr5,2,122068,122069,0.01
4418,chr5,1,122075,122075,0.01
4419,chr5,1,122091,122091,0.01
4420,chr5,1,122093,122093,0.01
4421,chr5,1,122097,122097,0.01
4422,chr5,1,122100,122100,0.01
4423,chr5,1,122103,122103,0.01
4424,chr5,1,122109,122109,0.01
4425,chr5,1,122111,122111,0.01
4426,chr5,3,122114,122116,0.01
4427,chr5,1,122119,122119,0.01
4428,chr5,1,122123,122123,0.01
4429,chr5,1,122139,122139,0.01
4430,chr5,1,122141,122141,0.01
4431,chr5,1,122159,122159,0.01
4432,chr5,2,122183,122184,0.01
4433,chr5,1,122208,122208,0.01
4434,chr5,1,122228,122228,0.01
4435,chr5,2,122265,122266,0.01
4436,chr5,1,122274,122274,0.01
4437,chr5,2,122285,122286,0.01
4438,chr5,1,122292,122292,0.01
4439,chr5,4,122300,122303,0.01
4440,chr5,1,122309,122309,0.01
4441,chr5,1,122325,122325,0.01
4442,chr5,1,122331,122331,0.01
4443,chr5,1,122339,122339,0.01
4444,chr5,1,122345,122345,0.01
4445,chr5,1,122352,122352,0.01
4446,chr5,2,122376,122377,0.01
4447,chr5,1,122381,122381,0.01
4448,chr5,2,122394,122395,0.01
4449,chr5,2,122403,122404,0.01
4450,chr5,1,122429,122429,0.01
4451,chr5,1,122491,122491,0.01
4452,chr5,1,122511,122511,0.01
4453,chr5,2,122516,122517,0.01
4454,chr5,2,122537,122538,0.01
4455,chr5,1,122546,122546,0.01
4456,chr5,1,122556,122556,0.01
4457,chr5,2,122558,122559,0.01
4458,chr5,1,122562,122562,0.01
4459,chr5,2,122571,122572,0.01
4460,chr5,1,122582,122582,0.01
4461,chr5,1,122588,122588,0.01
4462,chr5,1,122592,122592,0.01
4463,chr5,1,122604,122604,0.01
4464,chr5,1,122648,122648,0.01
4465,chr5,1,122657,122657,0.01
4466,chr5,1,122659,122659,0.01
4467,chr5,3,122667,122669,0.01
4468,chr5,2,122688,122689,0.01
4469,chr5,1,122710,122710,0.01
4470,chr5,1,122717,122717,0.01
4471,chr5,1,122722,122722,0.01
4472,chr5,1,122729,122729,0.01
4473,chr5,1,122735,122735,0.01
4474,chr5,2,122745,122746,0.01
4475,chr5,1,122757,122757,0.01
4476,chr5,1,122761,122761,0.01
4477,chr5,1,122766,122766,0.01
4478,chr5,1,122778,122778,0.01
4479,chr5,1,122786,122786,0.01
4480,chr5,1,122788,122788,0.01
4481,chr5,1,122794,122794,0.01
4482,chr5,1,122805,122805,0.01
4483,chr5,1,122810,122810,0.01
4484,chr5,2,122821,122822,0.01
4485,chr5,1,122825,122825,0.01
4486,chr5,1,122848,122848,0.01
4487,chr5,1,122858,122858,0.01
4488,chr5,1,122866,122866,0.01
4489,chr5,2,122879,122880,0.01
4490,chr5,1,122882,122882,0.01
4491,chr5,1,122895,122895,0.01
4492,chr5,1,122898,122898,0.01
4493,chr5,1,122904,122904,0.01
4494,chr5,2,122915,122916,0.01
4495,chr5,2,122938,122939,0.01
4496,chr5,1,122942,122942,0.01
4497,chr5,1,122948,122948,0.01
4498,chr5,3,122955,122957,0.01
4499,chr5,1,122974,122974,0.01
4500,chr5,4,122979,122982,0.01
4501,chr5,1,122986,122986,0.01
4502,chr5,1,122994,122994,0.01
4503,chr5,1,122996,122996,0.01
4504,chr5,3,122999,123001,0.01
4505,chr5,1,123003,123003,0.01
4506,chr5,1,123010,123010,0.01
4507,chr5,2,123026,123027,0.01
4508,chr5,1,123033,123033,0.01
4509,chr5,1,123035,123035,0.01
4510,chr5,1,123037,123037,0.01
4511,chr5,1,123039,123039,0.01
4512,chr5,2,123043,123044,0.01
4513,chr5,1,123048,123048,0.01
4514,chr5,1,123050,123050,0.01
4515,chr5,2,123059,123060,0.01
4516,chr5,1,123071,123071,0.01
4517,chr5,1,123083,123083,0.01
4518,chr5,1,123099,123099,0.01
4519,chr5,1,123107,123107,0.01
4520,chr5,1,123119,123119,0.01
4521,chr5,2,123135,123136,0.01
4522,chr5,1,123139,123139,0.01
4523,chr5,2,123153,123154,0.01
4524,chr5,2,123176,123177,0.01
4525,chr5,2,123182,123183,0.01
4526,chr5,4,123187,123190,0.01
4527,chr5,1,123196,123196,0.01
4528,chr5,2,123260,123261,0.01
4529,chr5,1,123312,123312,0.01
4530,chr5,1,123318,123318,0.01
4531,chr5,3,123359,123361,0.01
4532,chr5,1,123373,123373,0.01
4533,chr5,1,123405,123405,0.01
4534,chr5,1,123413,123413,0.01
4535,chr5,1,123419,123419,0.01
4536,chr5,1,123425,123425,0.01
4537,chr5,1,123435,123435,0.01
4538,chr5,2,123441,123442,0.01
4539,chr5,2,123447,123448,0.01
4540,chr5,3,123464,123466,0.01
4541,chr5,1,123505,123505,0.01
4542,chr5,1,123510,123510,0.01
4543,chr5,2,123512,123513,0.01
4544,chr5,9,123533,123541,0.01
4545,chr5,1,123544,123544,0.01
4546,chr5,2,123556,123557,0.01
4547,chr5,3,123569,123571,0.01
4548,chr5,1,123575,123575,0.01
4549,chr5,3,123583,123585,0.01
4550,chr5,2,123593,123594,0.01
4551,chr5,1,123611,123611,0.01
4552,chr5,1,123615,123615,0.01
4553,chr5,1,123641,123641,0.01
4554,chr5,1,123643,123643,0.01
4555,chr5,1,123659,123659,0.01
4556,chr5,2,123681,123682,0.01
4557,chr5,1,123703,123703,0.01
4558,chr5,2,123738,123739,0.01
4559,chr5,1,123748,123748,0.01
4560,chr5,1,123756,123756,0.01
4561,chr5,1,123769,123769,0.01
4562,chr5,1,123775,123775,0.01
4563,chr5,1,123783,123783,0.01
4564,chr5,1,123788,123788,0.01
4565,chr5,1,123802,123802,0.01
4566,chr5,1,123804,123804,0.01
4567,chr5,3,123810,123812,0.01
4568,chr5,2,123818,123819,0.01
4569,chr5,1,123826,123826,0.01
4570,chr5,1,123830,123830,0.01
4571,chr5,1,123832,123832,0.01
4572,chr5,4,123837,123840,0.01
4573,chr5,1,123846,123846,0.01
4574,chr5,3,123852,123854,0.01
4575,chr5,1,123893,123893,0.01
4576,chr5,2,123913,123914,0.01
4577,chr5,1,123918,123918,0.01
4578,chr5,1,123924,123924,0.01
4579,chr5,4,123927,123930,0.01
4580,chr5,1,123949,123949,0.01
4581,chr5,1,123953,123953,0.01
4582,chr5,1,123961,123961,0.01
4583,chr5,1,123970,123970,0.01
4584,chr5,1,123981,123981,0.01
4585,chr5,2,123985,123986,0.01
4586,chr5,8,123993,124000,0.01
4587,chr5,1,124008,124008,0.01
4588,chr5,1,124021,124021,0.01
4589,chr5,2,124027,124028,0.01
4590,chr5,1,124036,124036,0.01
4591,chr5,1,124050,124050,0.01
4592,chr5,3,124061,124063,0.01
4593,chr5,1,124077,124077,0.01
4594,chr5,1,124085,124085,0.01
4595,chr5,2,124088,124089,0.01
4596,chr5,1,124092,124092,0.01
4597,chr5,1,124096,124096,0.01
4598,chr5,1,124099,124099,0.01
4599,chr5,1,124103,124103,0.01
4600,chr5,1,124110,124110,0.01
4601,chr5,2,124112,124113,0.01
4602,chr5,2,124123,124124,0.01
4603,chr5,1,124146,124146,0.01
4604,chr5,1,124158,124158,0.01
4605,chr5,1,124160,124160,0.01
4606,chr5,1,124162,124162,0.01
4607,chr5,1,124181,124181,0.01
4608,chr5,1,124192,124192,0.01
4609,chr5,1,124211,124211,0.01
4610,chr5,1,124216,124216,0.01
4611,chr5,1,124218,124218,0.01
4612,chr5,2,124221,124222,0.01
4613,chr5,2,124227,124228,0.01
4614,chr5,1,124244,124244,0.01
4615,chr5,1,124259,124259,0.01
4616,chr5,2,124266,124267,0.01
4617,chr5,2,124287,124288,0.01
4618,chr5,1,124291,124291,0.01
4619,chr5,2,124294,124295,0.01
4620,chr5,1,124301,124301,0.01
4621,chr5,1,124306,124306,0.01
4622,chr5,3,124312,124314,0.01
4623,chr5,2,124316,124317,0.01
4624,chr5,2,124337,124338,0.01
4625,chr5,1,124351,124351,0.01
4626,chr5,1,124355,124355,0.01
4627,chr5,1,124371,124371,0.01
4628,chr5,3,124377,124379,0.01
4629,chr5,1,124413,124413,0.01
4630,chr5,2,124427,124428,0.01
4631,chr5,1,124442,124442,0.01
4632,chr5,5,124446,124450,0.01
4633,chr5,3,124453,124455,0.01
4634,chr5,5,124469,124473,0.01
4635,chr5,7,124477,124483,0.01
4636,chr5,1,124489,124489,0.01
4637,chr5,1,124512,124512,0.01
4638,chr5,1,124515,124515,0.01
4639,chr5,2,124538,124539,0.01
4640,chr5,2,124541,124542,0.01
4641,chr5,1,124555,124555,0.01
4642,chr5,1,124563,124563,0.01
4643,chr5,1,124578,124578,0.01
4644,chr5,1,124596,124596,0.01
4645,chr5,1,124602,124602,0.01
4646,chr5,1,124611,124611,0.01
4647,chr5,1,124620,124620,0.01
4648,chr5,1,124626,124626,0.01
4649,chr5,1,124639,124639,0.01
4650,chr5,1,124653,124653,0.01
4651,chr5,1,124655,124655,0.01
4652,chr5,1,124675,124675,0.01
4653,chr5,2,124686,124687,0.01
4654,chr5,1,124696,124696,0.01
4655,chr5,5,124699,124703,0.01
4656,chr5,1,124707,124707,0.01
4657,chr5,3,124716,124718,0.01
4658,chr5,1,124723,124723,0.01
4659,chr5,4,124741,124744,0.01
4660,chr5,3,124747,124749,0.01
4661,chr5,2,124763,124764,0.01
4662,chr5,1,124770,124770,0.01
4663,chr5,7,124773,124779,0.01
4664,chr5,1,124784,124784,0.01
4665,chr5,1,124788,124788,0.01
4666,chr5,1,124791,124791,0.01
4667,chr5,2,124804,124805,0.01
4668,chr5,1,124807,124807,0.01
4669,chr5,1,124809,124809,0.01
4670,chr5,1,124811,124811,0.01
4671,chr5,1,124813,124813,0.01
4672,chr5,1,124823,124823,0.01
4673,chr5,1,124826,124826,0.01
4674,chr5,2,124849,124850,0.01
4675,chr5,1,124858,124858,0.01
4676,chr5,1,124861,124861,0.01
4677,chr5,2,124873,124874,0.01
4678,chr5,1,124887,124887,0.01
4679,chr5,1,124889,124889,0.01
4680,chr5,1,124901,124901,0.01
4681,chr5,1,124912,124912,0.01
4682,chr5,1,124916,124916,0.01
4683,chr5,4,124927,124930,0.01
4684,chr5,2,124937,124938,0.01
4685,chr5,5,124942,124946,0.01
4686,chr5,1,124948,124948,0.01
4687,chr5,2,124960,124961,0.01
4688,chr5,1,124971,124971,0.01
4689,chr5,1,124981,124981,0.01
4690,chr5,1,124994,124994,0.01
4691,chr5,2,124998,124999,0.01
4692,chr5,3,125036,125038,0.01
4693,chr5,2,125098,125099,0.01
4694,chr5,1,125105,125105,0.01
4695,chr5,3,125110,125112,0.01
4696,chr5,2,125114,125115,0.01
4697,chr5,1,125124,125124,0.01
4698,chr5,1,125142,125142,0.01
4699,chr5,1,125146,125146,0.01
4700,chr5,1,125155,125155,0.01
4701,chr5,1,125165,125165,0.01
4702,chr5,2,125175,125176,0.01
4703,chr5,1,125188,125188,0.01
4704,chr5,1,125190,125190,0.01
4705,chr5,4,125196,125199,0.01
4706,chr5,1,125202,125202,0.01
4707,chr5,1,125204,125204,0.01
4708,chr5,1,125216,125216,0.01
4709,chr5,3,125221,125223,0.01
4710,chr5,1,125225,125225,0.01
4711,chr5,2,125231,125232,0.01
4712,chr5,2,125236,125237,0.01
4713,chr5,1,125240,125240,0.01
4714,chr5,1,125243,125243,0.01
4715,chr5,1,125248,125248,0.01
4716,chr5,1,125255,125255,0.01
4717,chr5,1,125262,125262,0.01
4718,chr5,1,125269,125269,0.01
4719,chr5,1,125271,125271,0.01
4720,chr5,1,125287,125287,0.01
4721,chr5,1,125290,125290,0.01
4722,chr5,1,125300,125300,0.01
4723,chr5,5,125307,125311,0.01
4724,chr5,2,125313,125314,0.01
4725,chr5,1,125319,125319,0.01
4726,chr5,2,125332,125333,0.01
4727,chr5,2,125338,125339,0.01
4728,chr5,4,125348,125351,0.01
4729,chr5,1,125357,125357,0.01
4730,chr5,1,125386,125386,0.01
4731,chr5,1,125399,125399,0.01
4732,chr5,3,125404,125406,0.01
4733,chr5,1,125420,125420,0.01
4734,chr5,1,125427,125427,0.01
4735,chr5,1,125430,125430,0.01
4736,chr5,1,125462,125462,0.01
4737,chr5,1,125468,125468,0.01
4738,chr5,1,125478,125478,0.01
4739,chr5,1,125481,125481,0.01
4740,chr5,3,125490,125492,0.01
4741,chr5,1,125523,125523,0.01
4742,chr5,2,125531,125532,0.01
4743,chr5,1,125534,125534,0.01
4744,chr5,1,125537,125537,0.01
4745,chr5,1,125547,125547,0.01
4746,chr5,1,125550,125550,0.01
4747,chr5,1,125557,125557,0.01
4748,chr5,2,125565,125566,0.01
4749,chr5,1,125570,125570,0.01
4750,chr5,1,125573,125573,0.01
4751,chr5,1,125575,125575,0.01
4752,chr5,1,125592,125592,0.01
4753,chr5,1,125594,125594,0.01
4754,chr5,1,125599,125599,0.01
4755,chr5,1,125611,125611,0.01
4756,chr5,1,125624,125624,0.01
4757,chr5,1,125630,125630,0.01
4758,chr5,1,125632,125632,0.01
4759,chr5,1,125638,125638,0.01
4760,chr5,2,125641,125642,0.01
4761,chr5,1,125648,125648,0.01
4762,chr5,2,125654,125655,0.01
4763,chr5,1,125674,125674,0.01
4764,chr5,1,125678,125678,0.01
4765,chr5,2,125699,125700,0.01
4766,chr5,3,125706,125708,0.01
4767,chr5,1,125713,125713,0.01
4768,chr5,1,125723,125723,0.01
4769,chr5,1,125726,125726,0.01
4770,chr5,1,125729,125729,0.01
4771,chr5,1,125731,125731,0.01
4772,chr5,2,125738,125739,0.01
4773,chr5,1,125746,125746,0.01
4774,chr5,1,125754,125754,0.01
4775,chr5,1,125757,125757,0.01
4776,chr5,1,125766,125766,0.01
4777,chr5,1,125769,125769,0.01
4778,chr5,4,125771,125774,0.01
4779,chr5,1,125786,125786,0.01
4780,chr5,1,125801,125801,0.01
4781,chr5,1,125804,125804,0.01
4782,chr5,1,125821,125821,0.01
4783,chr5,1,125823,125823,0.01
4784,chr5,1,125838,125838,0.01
4785,chr5,2,125855,125856,0.01
4786,chr5,1,125860,125860,0.01
4787,chr5,1,125862,125862,0.01
4788,chr5,1,125873,125873,0.01
4789,chr5,1,125878,125878,0.01
4790,chr5,1,125896,125896,0.01
4791,chr5,1,125908,125908,0.01
4792,chr5,1,125920,125920,0.01
4793,chr5,1,125924,125924,0.01
4794,chr5,2,125937,125938,0.01
4795,chr5,1,125943,125943,0.01
4796,chr5,2,125946,125947,0.01
4797,chr5,2,125951,125952,0.01
4798,chr5,1,125971,125971,0.01
4799,chr5,1,125982,125982,0.01
4800,chr5,1,125994,125994,0.01
4801,chr5,1,126002,126002,0.01
4802,chr5,1,126008,126008,0.01
4803,chr5,1,126018,126018,0.01
4804,chr5,2,126021,126022,0.01
4805,chr5,2,126031,126032,0.01
4806,chr5,1,126039,126039,0.01
4807,chr5,1,126041,126041,0.01
4808,chr5,1,126044,126044,0.01
4809,chr5,2,126047,126048,0.01
4810,chr5,1,126060,126060,0.01
4811,chr5,1,126072,126072,0.01
4812,chr5,1,126089,126089,0.01
4813,chr5,1,126091,126091,0.01
4814,chr5,2,126093,126094,0.01
4815,chr5,1,126097,126097,0.01
4816,chr5,1,126100,126100,0.01
4817,chr5,1,126107,126107,0.01
4818,chr5,1,126121,126121,0.01
4819,chr5,1,126134,126134,0.01
4820,chr5,1,126139,126139,0.01
4821,chr5,3,126144,126146,0.01
4822,chr5,1,126155,126155,0.01
4823,chr5,1,126158,126158,0.01
4824,chr5,1,126161,126161,0.01
4825,chr5,2,126163,126164,0.01
4826,chr5,2,126168,126169,0.01
4827,chr5,1,126172,126172,0.01
4828,chr5,1,126175,126175,0.01
4829,chr5,1,126181,126181,0.01
4830,chr5,1,126188,126188,0.01
4831,chr5,1,126194,126194,0.01
4832,chr5,2,126196,126197,0.01
4833,chr5,1,126201,126201,0.01
4834,chr5,1,126206,126206,0.01
4835,chr5,1,126208,126208,0.01
4836,chr5,2,126213,126214,0.01
4837,chr5,1,126218,126218,0.01
4838,chr5,2,126220,126221,0.01
4839,chr5,1,126226,126226,0.01
4840,chr5,1,126230,126230,0.01
4841,chr5,16,126232,126247,0.01
4842,chr5,1,126254,126254,0.01
4843,chr5,1,126258,126258,0.01
4844,chr5,1,126262,126262,0.01
4845,chr5,1,126271,126271,0.01
4846,chr5,1,126277,126277,0.01
4847,chr5,1,126285,126285,0.01
4848,chr5,1,126296,126296,0.01
4849,chr5,1,126303,126303,0.01
4850,chr5,1,126317,126317,0.01
4851,chr5,1,126319,126319,0.01
4852,chr5,1,126325,126325,0.01
4853,chr5,2,126332,126333,0.01
4854,chr5,1,126335,126335,0.01
4855,chr5,5,126337,126341,0.01
4856,chr5,4,126346,126349,0.01
4857,chr5,1,126358,126358,0.01
4858,chr5,2,126364,126365,0.01
4859,chr5,1,126371,126371,0.01
4860,chr5,3,126377,126379,0.01
4861,chr5,1,126386,126386,0.01
4862,chr5,1,126388,126388,0.01
4863,chr5,1,126395,126395,0.01
4864,chr5,1,126409,126409,0.01
4865,chr5,2,126415,126416,0.01
4866,chr5,1,126437,126437,0.01
4867,chr5,1,126464,126464,0.01
4868,chr5,2,126476,126477,0.01
4869,chr5,1,126482,126482,0.01
4870,chr5,1,126492,126492,0.01
4871,chr5,1,126497,126497,0.01
4872,chr5,1,126499,126499,0.01
4873,chr5,3,126509,126511,0.01
4874,chr5,1,126514,126514,0.01
4875,chr5,1,126518,126518,0.01
4876,chr5,1,126522,126522,0.01
4877,chr5,1,126532,126532,0.01
4878,chr5,1,126539,126539,0.01
4879,chr5,1,126543,126543,0.01
4880,chr5,1,126548,126548,0.01
4881,chr5,1,126550,126550,0.01
4882,chr5,1,126552,126552,0.01
4883,chr5,1,126560,126560,0.01
4884,chr5,1,126563,126563,0.01
4885,chr5,1,126588,126588,0.01
4886,chr5,3,126592,126594,0.01
4887,chr5,1,126610,126610,0.01
4888,chr5,1,126618,126618,0.01
4889,chr5,1,126631,126631,0.01
4890,chr5,2,126651,126652,0.01
4891,chr5,2,126659,126660,0.01
4892,chr5,1,126664,126664,0.01
4893,chr5,2,126668,126669,0.01
4894,chr5,1,126676,126676,0.01
4895,chr5,1,126687,126687,0.01
4896,chr5,1,126696,126696,0.01
4897,chr5,1,126709,126709,0.01
4898,chr5,1,126715,126715,0.01
4899,chr5,1,126725,126725,0.01
4900,chr5,1,126736,126736,0.01
4901,chr5,1,126742,126742,0.01
4902,chr5,1,126750,126750,0.01
4903,chr5,1,126760,126760,0.01
4904,chr5,1,126763,126763,0.01
4905,chr5,1,126785,126785,0.01
4906,chr5,1,126799,126799,0.01
4907,chr5,1,126817,126817,0.01
4908,chr5,1,126825,126825,0.01
4909,chr5,1,126828,126828,0.01
4910,chr5,2,126832,126833,0.01
4911,chr5,1,126840,126840,0.01
4912,chr5,1,126848,126848,0.01
4913,chr5,1,126851,126851,0.01
4914,chr5,2,126854,126855,0.01
4915,chr5,1,126866,126866,0.01
4916,chr5,1,126874,126874,0.01
4917,chr5,1,126877,126877,0.01
4918,chr5,2,126884,126885,0.01
4919,chr5,1,126888,126888,0.01
4920,chr5,1,126890,126890,0.01
4921,chr5,1,126894,126894,0.01
4922,chr5,1,126900,126900,0.01
4923,chr5,1,126909,126909,0.01
4924,chr5,1,126916,126916,0.01
4925,chr5,1,126919,126919,0.01
4926,chr5,1,126921,126921,0.01
4927,chr5,2,126924,126925,0.01
4928,chr5,1,126927,126927,0.01
4929,chr5,1,126929,126929,0.01
4930,chr5,1,126944,126944,0.01
4931,chr5,1,126958,126958,0.01
